ID, JOB_ID, J_TASK_ID, MI, RAM, STORAGE, PRIORITY, A_TIME, D_TIME
1176,28,50,7155039,3217,41,1,3896,5885
1170,28,44,5700104,2561,153,1,3896,1715138
1167,28,41,6130848,3336,205,1,3896,1454014
1166,28,40,5502371,3943,163,1,3896,5862
1164,28,38,5900344,2041,28,1,3896,5862
1160,28,34,5420468,1690,232,1,3896,1582976
1159,28,33,4556912,1483,79,1,3896,1363016
1158,28,32,8968688,243,229,1,3896,5898
1155,28,29,4708774,3196,341,1,3896,1245141
1154,28,28,6020445,2013,50,1,3896,5899
1153,28,27,5195298,3610,144,1,3896,5863
1149,28,23,7045481,2688,141,1,3896,1980303
1146,28,20,6193655,2865,82,1,3896,5888
1145,28,19,8238351,3445,271,1,3896,5872
1141,28,15,5407805,3923,328,1,3896,5865
1140,28,14,5129488,728,112,1,3896,5868
1139,28,13,5892591,3352,57,1,3896,5861
1138,28,12,6899655,524,314,1,3896,1728792
1137,28,11,7833058,2877,186,1,3896,5867
1132,28,6,6400496,3458,68,1,3896,1402050
1131,28,5,8071362,823,219,1,3896,2328414
3593,91,59,4957182,3509,183,2,3925,1070709
3574,91,40,8577040,1575,397,2,3925,7861
3573,91,39,7079253,3189,71,2,3925,7846
3548,91,14,7213639,792,155,2,3925,7780
3568,91,34,7968307,3050,103,2,3949,2110017
3566,91,32,7289649,777,320,2,3949,2081577
2115,52,31,8814759,3779,246,2,3957,2489824
2106,52,22,5224595,2063,140,2,3957,1131547
2092,52,8,7151369,3642,92,2,3957,7923
3564,91,30,7478189,1319,42,2,3959,2046081
3560,91,26,6561861,3660,51,2,3959,1715246
3555,91,21,7247130,3139,290,2,3959,7824
3538,91,4,8087684,200,1,2,3959,1837379
3562,91,28,6667637,349,21,2,3964,7864
3544,91,10,6271906,1670,324,2,3964,1550949
2147,52,63,6634752,1334,211,2,3967,1554362
2134,52,50,5711805,222,76,2,3967,7998
2118,52,34,5538517,759,361,2,3967,1131546
2093,52,9,7657080,302,34,2,3967,7938
3594,91,60,5928624,1248,138,2,3972,1342504
828,18,5,6177358,797,85,3,3990,7977
4147,104,36,6147763,3621,119,3,3994,1657035
4140,104,29,8350720,1440,12,3,3994,1702550
4136,104,25,8818227,2219,50,3,3994,1796980
4129,104,18,7756660,1765,338,3,3994,1868007
3591,91,57,8019568,2982,252,2,3994,7989
3578,91,44,8783555,136,137,2,3994,7964
3551,91,17,8224376,2948,273,2,3994,1858723
4149,104,38,7989922,1592,32,3,4004,8068
4144,104,33,5258105,845,387,3,4004,8053
4132,104,21,6442989,2969,204,3,4004,8012
4127,104,16,5066592,3607,207,3,4004,1302132
4118,104,7,7669485,1739,203,3,4004,8026
2149,52,65,4754854,3271,93,2,4031,8152
2127,52,43,7815446,3980,34,2,4031,1813615
188,3,75,7766068,2182,385,1,4048,2332389
187,3,74,4750913,1939,396,1,4048,1406464
186,3,73,6429806,489,24,1,4048,6228
185,3,72,6069331,2440,65,1,4048,1450915
184,3,71,5749813,2496,35,1,4048,6124
181,3,68,4540859,1499,225,1,4048,965155
179,3,66,5894502,3558,208,1,4048,6129
175,3,62,5692733,1680,367,1,4048,6146
171,3,58,8359416,2344,140,1,4048,6172
170,3,57,7111065,3429,69,1,4048,6131
169,3,56,5343751,3052,56,1,4048,1604680
165,3,52,4644673,787,182,1,4048,6107
164,3,51,7902733,2985,387,1,4048,6132
162,3,49,7626555,1718,178,1,4048,6106
160,3,47,6218287,2459,366,1,4048,6119
159,3,46,7253843,1903,388,1,4048,6127
158,3,45,7512542,1225,137,1,4048,2125195
155,3,42,8727406,277,261,1,4048,6094
154,3,41,6933549,2551,315,1,4048,1664607
151,3,38,6691322,3326,331,1,4048,1692842
150,3,37,6463344,746,282,1,4048,6087
149,3,36,6818491,1980,361,1,4048,1862858
148,3,35,6096856,1328,76,1,4048,1364096
146,3,33,8524916,1645,30,1,4048,2549172
143,3,30,5028152,1665,254,1,4048,6106
142,3,29,4819444,3583,312,1,4048,1384007
140,3,27,5291317,3096,302,1,4048,1521147
138,3,25,5122627,537,171,1,4048,1302124
136,3,23,4615722,493,29,1,4048,1142972
135,3,22,5630965,3626,36,1,4048,6117
134,3,21,7780375,730,129,1,4048,2039259
133,3,20,8940952,1218,215,1,4048,1952750
132,3,19,4563898,3401,104,1,4048,6091
129,3,16,6529055,3573,335,1,4048,6088
122,3,9,5249786,801,70,1,4048,6087
120,3,7,6032679,3336,53,1,4048,1330157
117,3,4,5688192,3571,184,1,4048,6082
3031,77,8,7430797,1361,286,3,4053,8139
830,18,7,6367450,3630,154,3,4054,1653743
825,18,2,8407341,245,396,3,4054,8037
824,18,2,8407341,245,396,3,4054,8037
2150,52,66,4824669,2277,321,2,4055,1134891
2128,52,44,8793654,47,106,2,4055,2513824
2100,52,16,7770034,2668,129,2,4055,1639431
2090,52,6,8580536,2606,110,2,4055,8026
3025,77,2,5097828,1124,394,3,4063,8114
3024,77,2,5097828,1124,394,3,4063,8114
2146,52,62,7635726,2440,385,2,4065,2010172
2144,52,60,6378144,3719,8,2,4065,8120
2129,52,45,5665292,3258,142,2,4065,1394813
2126,52,42,8773583,2879,182,2,4065,2216480
2124,52,40,8980185,3456,64,2,4065,8111
2113,52,29,7337633,535,243,2,4065,1580226
2109,52,25,6968523,3616,166,2,4065,8025
2103,52,19,7910169,1766,179,2,4065,1615371
4115,104,4,7723889,2073,366,3,4068,8065
2135,52,51,7302963,2397,18,2,4070,1792906
2089,52,5,7505660,2876,44,2,4070,1897944
2140,52,56,6104606,26,234,2,4078,8080
2110,52,26,7349667,1551,53,2,4078,8057
2108,52,24,5327311,2924,321,2,4078,1141395
2098,52,14,7198240,2152,379,2,4078,8039
2094,52,10,8052404,1742,41,2,4078,8059
834,18,11,4926784,3900,293,3,4078,1384435
832,18,9,6438783,434,55,3,4093,1820033
2130,52,46,5476072,1098,254,2,4100,1321806
2122,52,38,4798743,858,379,2,4100,8060
2114,52,30,6570541,394,138,2,4100,8099
2088,52,4,7801967,2771,62,2,4100,1948572
2011,50,0,4680985,1795,92,4,4100,998225
839,18,16,7092235,2945,46,3,4101,8218
829,18,6,5957285,185,309,3,4101,1327902
4157,105,0,5101142,3422,119,1,4102,1244649
4154,104,43,6774745,3443,341,3,4102,8226
4141,104,30,4722358,994,331,3,4102,1322811
4137,104,26,8022207,55,26,3,4102,8131
4153,104,42,7219412,1680,71,3,4107,1631789
4150,104,39,5347825,3288,356,3,4107,8178
4146,104,35,7363177,93,73,3,4115,8211
4131,104,20,5033238,2040,190,3,4115,8134
4113,104,2,5055540,3596,125,3,4115,1393706
4112,104,2,5055540,3596,125,3,4115,1393706
831,18,8,5806576,2942,302,3,4123,8116
3038,77,15,7863275,3730,26,3,4127,1999460
3037,77,14,6123196,2288,221,3,4127,1394892
4124,104,13,6775681,2219,343,3,4137,8134
3039,77,16,8090125,1949,294,3,4151,8278
3030,77,7,8856079,1912,169,3,4161,8232
3027,77,4,6795671,1921,89,3,4161,8218
820,17,30,6661285,1622,154,1,4164,6387
818,17,28,5622345,2989,298,1,4164,6332
816,17,26,7632096,1842,16,1,4164,1540358
815,17,25,7528223,2618,253,1,4164,1569534
813,17,23,5205513,944,40,1,4164,6362
812,17,22,6645062,3803,343,1,4164,1956250
811,17,21,6030216,1845,256,1,4164,1786704
810,17,20,7297538,3397,48,1,4164,6314
809,17,19,5317996,2190,329,1,4164,6291
808,17,18,5659948,944,140,1,4164,6309
804,17,14,5014167,3627,330,1,4164,1146457
801,17,11,8878805,2782,146,1,4164,1942621
797,17,7,6773071,2819,191,1,4164,1799536
794,17,4,7305826,3587,145,1,4164,1797328
793,17,3,7429288,76,165,1,4164,1722465
3035,77,12,8438941,2331,27,3,4166,2290611
3028,77,5,6135625,2349,380,3,4174,1337813
3089,78,45,6644754,2352,59,3,4175,1738190
3082,78,38,7252235,3118,17,3,4175,2072718
3047,78,3,5579742,1308,143,3,4175,8353
3086,78,42,7236087,529,21,3,4185,8488
3073,78,29,8283889,3867,175,3,4185,8397
3066,78,22,5600322,972,143,3,4185,8376
3048,78,4,8271519,2521,57,3,4185,2440914
3041,77,18,8591714,72,25,3,4196,2249306
3032,77,9,5413032,2786,88,3,4196,1331770
2725,69,0,4895559,3831,148,1,4200,6473
2007,49,2,7067783,1432,83,3,4243,8359
2006,49,2,7067783,1432,83,3,4243,8359
3083,78,39,5217593,2486,230,3,4249,8572
3067,78,23,8382868,59,334,3,4249,2040151
3090,79,0,4712197,2070,164,5,4273,1420918
3087,78,43,5767919,3513,237,3,4273,8504
3049,78,5,6893360,1850,257,3,4273,8451
3084,78,40,5369835,2317,172,3,4283,8507
3075,78,31,8990536,1643,65,3,4283,2686710
3055,78,11,8627003,524,131,3,4283,2380730
3088,78,44,8168581,825,335,3,4288,8630
3081,78,37,8961905,3065,255,3,4288,8578
3061,78,17,5392831,808,120,3,4288,8470
3057,78,13,8593611,848,14,3,4288,8468
3080,78,36,7721621,861,325,3,4296,8608
3069,78,25,6744000,432,262,3,4296,8535
3056,78,12,6733958,3013,386,3,4296,1825530
1837,43,5,7783700,1802,102,1,4302,2079671
1836,43,4,8448592,3085,348,1,4302,6487
1835,43,3,7598269,807,214,1,4302,6472
1834,43,2,5861097,673,151,1,4302,6471
1833,43,2,5861097,673,151,1,4302,6471
3072,78,28,4694938,3481,225,3,4318,8508
3068,78,24,8144977,2234,69,3,4318,2363944
3058,78,14,5516382,3380,113,3,4318,8508
4410,111,13,8547979,566,179,3,4369,8760
4408,111,11,5669035,2454,187,3,4369,8741
4403,111,6,6513992,1767,340,3,4369,8741
4404,111,7,8021701,1320,389,3,4379,1952069
4587,114,55,7096984,867,124,3,4413,1930063
4581,114,49,7743371,3161,331,3,4413,1953817
4579,114,47,6090458,2038,50,3,4413,1354610
4545,114,13,5326460,2972,241,3,4413,1564249
4543,114,11,6855084,3421,391,3,4413,1387887
4595,115,0,6624417,3969,286,3,4423,1984490
4582,114,50,6748307,3504,94,3,4423,1611255
4570,114,38,8639006,1381,314,3,4423,8880
4558,114,26,6008812,1890,313,3,4423,8887
4556,114,24,6417635,407,112,3,4423,8847
4537,114,5,7180698,2613,19,3,4423,1964803
4415,112,0,5597057,2922,208,5,4482,1160724
4407,111,10,7623025,340,212,3,4490,2098914
4400,111,3,6166309,2380,368,3,4490,8862
4248,106,64,8176057,3980,299,1,4496,7039
4247,106,63,8774703,2879,111,1,4496,2246917
4246,106,62,6896734,2279,346,1,4496,6796
4245,106,61,8680145,3694,57,1,4496,1775056
4243,106,59,8823794,3720,28,1,4496,2557695
4242,106,58,7000463,2121,162,1,4496,6862
4235,106,51,8573579,2419,377,1,4496,2540906
4230,106,46,5848999,2350,157,1,4496,6827
4229,106,45,5387461,1430,89,1,4496,1258464
4227,106,43,5852971,256,119,1,4496,1486085
4224,106,40,8865441,3544,114,1,4496,2349917
4223,106,39,7913811,2041,3,1,4496,6780
4220,106,36,7772720,2231,111,1,4496,1814006
4219,106,35,5037825,470,291,1,4496,6854
4218,106,34,7369940,2136,203,1,4496,1936478
4217,106,33,4598955,2247,315,1,4496,6817
4215,106,31,5498865,299,356,1,4496,6822
4214,106,30,8641904,3916,32,1,4496,6815
4213,106,29,4625423,3106,87,1,4496,6807
4211,106,27,8767344,3517,12,1,4496,6765
4210,106,26,5453170,3581,68,1,4496,6813
4208,106,24,5621521,653,27,1,4496,1474428
4207,106,23,7809523,273,203,1,4496,2166606
4206,106,22,5421716,904,223,1,4496,1332127
4205,106,21,7079618,276,390,1,4496,1731657
4203,106,19,6585001,3368,380,1,4496,1583705
4202,106,18,8900977,1781,49,1,4496,2345392
4200,106,16,5215079,2176,198,1,4496,1281187
4197,106,13,8454832,3763,85,1,4496,6756
4195,106,11,7994272,2401,184,1,4496,6771
4192,106,8,7129042,3636,258,1,4496,6810
4191,106,7,7275907,3698,58,1,4496,6809
4188,106,4,6194250,2212,19,1,4496,1488587
4187,106,3,6781818,2239,55,1,4496,1762555
4562,114,30,7287534,2984,273,3,4511,9007
4566,114,34,6271329,1111,33,3,4521,1649692
4563,114,31,5371758,2647,226,3,4521,9017
4553,114,21,4960671,662,380,3,4521,1111913
4534,114,2,7652193,684,138,3,4521,8933
4533,114,2,7652193,684,138,3,4521,8933
4593,114,61,7007586,3072,131,3,4526,1965734
4583,114,51,5948116,3611,53,3,4526,1633860
4564,114,32,8804632,1158,167,3,4526,1900211
4559,114,27,6250585,840,336,3,4526,8988
4557,114,25,5011018,3031,394,3,4526,1037481
4541,114,9,7167003,349,318,3,4526,8945
4589,114,57,7620530,3209,3,3,4534,9073
4548,114,16,6623933,2005,363,3,4534,1909531
4540,114,8,8308954,2831,27,3,4534,1996326
2761,69,36,8103499,3192,131,1,4534,6979
2760,69,35,5603300,3983,274,1,4534,6952
2759,69,34,6047343,3588,257,1,4534,6933
2758,69,33,6248668,470,191,1,4534,6899
2757,69,32,6443424,1554,332,1,4534,6870
2756,69,31,8113483,2044,378,1,4534,2158185
2750,69,25,4839812,1897,245,1,4534,6837
2747,69,22,8047847,3514,271,1,4534,2296262
2744,69,19,7292758,755,106,1,4534,1676152
2743,69,18,7564905,446,251,1,4534,1553148
2742,69,17,6156524,3430,252,1,4534,6819
2741,69,16,6571588,1236,217,1,4534,6883
2739,69,14,7135817,3082,110,1,4534,1711551
2737,69,12,8911878,813,56,1,4534,6818
2736,69,11,8521718,1435,82,1,4534,2129631
2735,69,10,8962504,601,41,1,4534,2064282
2733,69,8,4893197,3308,85,1,4534,6827
2732,69,7,7877606,3936,248,1,4534,1728234
2729,69,4,8738686,3430,40,1,4534,6825
2728,69,3,8656058,1274,278,1,4534,6818
4396,110,71,5121721,2577,159,3,4536,9429
4388,110,63,6232778,3622,8,3,4536,1751752
4369,110,44,5985007,3214,4,3,4536,1329041
4335,110,10,4855142,3326,117,3,4536,9082
4383,110,58,6929933,34,160,3,4546,1916401
4382,110,57,5544391,1663,158,3,4546,9130
4378,110,53,7630124,3744,327,3,4546,1855150
4377,110,52,7710191,40,224,3,4546,2110221
4371,110,46,7184706,665,11,3,4546,9161
4364,110,39,6488174,2103,201,3,4546,1654802
4357,110,32,8237869,1798,290,3,4546,9115
4336,110,11,8649191,972,75,3,4546,9089
4586,114,54,7369087,237,228,3,4556,9056
4561,114,29,8111262,2250,83,3,4556,2310953
4538,114,6,5707783,3114,284,3,4556,1210416
1322,31,62,7919062,774,80,3,4573,2377683
1318,31,58,8956209,1792,71,3,4573,2384285
1316,31,56,5909587,3637,203,3,4573,1438093
1311,31,51,7093535,2534,222,3,4573,9190
1303,31,43,6563256,1019,199,3,4573,1610703
1301,31,41,6056537,1082,166,3,4573,1304847
1279,31,19,6083585,2094,373,3,4573,1413344
1278,31,18,4998112,1602,51,3,4573,9191
1268,31,8,8489043,2986,345,3,4573,2246047
1333,31,73,6398980,1749,101,3,4583,9393
1327,31,67,6704267,2269,88,3,4583,1537880
1319,31,59,4599000,1644,166,3,4583,9177
1306,31,46,5334565,3318,355,3,4583,9195
1294,31,34,6233486,2192,253,3,4583,1729175
1265,31,5,4711846,336,133,3,4583,9152
1998,48,14,8146011,3099,384,3,4633,2024826
1997,48,13,7096047,3712,14,3,4633,1766365
1995,48,11,5071386,2693,317,3,4633,1329377
4376,110,51,5124522,2971,223,3,4634,1161287
4354,110,29,5675386,2818,246,3,4634,9226
4397,111,0,4622381,2911,142,3,4644,1098683
4375,110,50,8066640,3689,320,3,4644,2285673
4361,110,36,5477835,3529,250,3,4644,1163165
4352,110,27,5511595,3977,14,3,4644,9212
4348,110,23,7739934,1630,44,3,4644,9217
4344,110,19,8915320,448,290,3,4644,9225
4327,110,2,7522112,1063,66,3,4644,9185
4326,110,2,7522112,1063,66,3,4644,9185
1334,32,0,7908341,2663,13,4,4647,2300720
4395,110,70,5178690,302,211,3,4649,1472812
4392,110,67,4660473,968,394,3,4649,1308273
4386,110,61,8404115,3091,227,3,4649,9417
4374,110,49,7585806,3770,193,3,4649,9353
4366,110,41,8134902,1458,40,3,4649,2388522
4362,110,37,7378289,3761,225,3,4649,9227
4359,110,34,6497482,2615,71,3,4649,9269
4353,110,28,7042335,2167,29,3,4649,2079539
4333,110,8,6435619,1014,366,3,4649,9195
4384,110,59,4966605,29,145,3,4657,9315
4379,110,54,5602783,3072,205,3,4657,1686425
4368,110,43,4539093,2416,124,3,4657,9237
4367,110,42,8295046,290,244,3,4657,2090747
4340,110,15,8360220,504,29,3,4657,2348306
4331,110,6,6467467,3340,40,3,4657,9197
1271,31,11,8036137,1713,346,3,4671,2238264
1666,39,31,8351277,2233,56,1,4672,2305585
1663,39,28,8278050,878,71,1,4672,2089292
1662,39,27,8673780,2290,189,1,4672,2558845
1659,39,24,8153959,3679,251,1,4672,2089516
1658,39,23,8712473,2502,358,1,4672,7047
1657,39,22,5122543,272,265,1,4672,1056792
1655,39,20,5054417,2448,19,1,4672,7030
1653,39,18,7756023,1267,115,1,4672,1991669
1652,39,17,8607589,1617,372,1,4672,7068
1651,39,16,8385181,1808,118,1,4672,1735300
1648,39,13,8333094,3233,286,1,4672,7036
1647,39,12,8848841,2106,270,1,4672,2194206
1646,39,11,5020069,3944,106,1,4672,1353841
1645,39,10,6281407,1519,399,1,4672,1489458
1644,39,9,6067704,3024,210,1,4672,7030
1643,39,8,6967076,1079,34,1,4672,7026
1641,39,6,7577441,2767,332,1,4672,7026
1640,39,5,8401489,995,192,1,4672,2205411
1637,39,2,6380377,1446,72,1,4672,7021
1636,39,2,6380377,1446,72,1,4672,7021
4380,110,55,8356627,3386,94,3,4679,2076833
4350,110,25,5646651,3943,57,3,4679,1340821
4341,110,16,4897332,3026,108,3,4679,1109288
4329,110,4,5125458,1479,21,3,4679,9214
1328,31,68,8135899,3282,167,3,4681,1811909
1287,31,27,8844117,1058,323,3,4681,2001957
1281,31,21,7762744,2374,158,3,4681,1580268
1276,31,16,7442224,2211,179,3,4681,9265
1274,31,14,5432585,3508,377,3,4681,1565832
1314,31,54,7436942,708,162,3,4686,1989828
1308,31,48,7811462,1549,338,3,4686,1667288
1299,31,39,7486940,641,2,3,4686,1526867
1297,31,37,5646111,3243,293,3,4686,1254233
1295,31,35,5683865,2102,71,3,4686,1474642
1286,31,26,7739104,741,294,3,4686,9258
1273,31,13,7859801,1283,23,3,4686,9286
1267,31,7,8184134,3989,294,3,4686,9263
1317,31,57,7207029,3552,333,3,4694,9341
1305,31,45,7358092,3440,9,3,4694,1589022
1275,31,15,6279394,761,193,3,4694,9268
1288,31,28,6012121,224,152,3,4716,1631946
1990,48,6,8737955,2504,31,3,4721,1827769
1987,48,3,8946941,556,338,3,4721,2214752
2003,48,19,7852082,424,220,3,4731,9372
1993,48,9,5708569,2720,192,3,4736,1705445
1608,37,38,6552158,281,25,3,4738,1602055
1598,37,28,6618403,189,5,3,4738,9538
1575,37,5,7234482,3390,305,3,4738,1715737
3990,100,26,7753718,2465,344,3,4748,9531
3982,100,18,5728470,1482,344,3,4748,9521
3975,100,11,5135378,2265,74,3,4748,1139740
1600,37,30,8254704,1099,332,3,4748,2028961
1589,37,19,8786392,2868,235,3,4748,9500
3968,100,4,5233661,1204,260,3,4758,9514
2005,49,0,8548810,1293,101,3,4766,8861
1999,48,15,6696684,2069,308,3,4766,1611229
3178,81,8,8812637,2194,216,3,4768,2109419
1505,36,0,6019119,3743,114,2,4772,1319683
1504,35,71,4595414,1826,375,3,4772,9817
1502,35,69,6478566,1103,355,3,4772,9628
1460,35,27,7937423,1932,104,3,4772,9556
1435,35,2,7256056,659,96,3,4772,9547
1434,35,2,7256056,659,96,3,4772,9547
1492,35,59,5521625,153,77,3,4782,1403734
1486,35,53,7846511,3070,84,3,4782,1637973
1457,35,24,7362801,2643,292,3,4782,9556
1448,35,15,8382813,3443,51,3,4782,1983216
901,19,61,7216904,2144,23,3,4792,1903751
879,19,39,4712482,749,84,3,4792,9637
876,19,36,4847295,518,165,3,4792,1058392
862,19,22,6993635,1654,164,3,4792,1533138
842,19,2,8847283,737,148,3,4792,9593
841,19,2,8847283,737,148,3,4792,9593
896,19,56,6632398,2639,153,3,4802,1938121
882,19,42,4746109,2381,13,3,4802,9659
880,19,40,5779267,751,64,3,4802,1631867
854,19,14,5295869,2779,145,3,4802,9619
853,19,13,8966962,3077,109,3,4802,9620
848,19,8,7396976,148,61,3,4802,9605
847,19,7,5139813,793,258,3,4802,9642
1607,37,37,6440425,3932,106,3,4812,1653788
3996,100,32,6385691,1360,124,3,4822,1391821
1606,37,36,7479765,777,105,3,4836,2015594
1601,37,31,4531417,570,307,3,4836,9593
1593,37,23,4933986,2646,286,3,4836,1137996
2248,56,22,6156623,257,22,1,4838,7465
2247,56,21,6423975,3918,261,1,4838,1340823
2245,56,19,4567949,3386,137,1,4838,7368
2243,56,17,7003060,680,258,1,4838,7320
2242,56,16,8432102,530,257,1,4838,2494687
2240,56,14,6334063,759,366,1,4838,7288
2239,56,13,5978664,479,186,1,4838,7284
2238,56,12,8248325,3708,189,1,4838,7288
2237,56,11,8243665,2915,17,1,4838,2386536
2234,56,8,5931956,198,357,1,4838,7273
2231,56,5,8917054,2403,162,1,4838,7270
2230,56,4,4604200,453,94,1,4838,7281
3180,82,0,5987507,2337,69,1,4845,1302758
3998,100,34,5792685,3304,338,3,4846,9711
3989,100,25,8940655,2995,252,3,4846,9634
1496,35,63,5338863,2616,170,3,4846,9766
1464,35,31,6146710,635,329,3,4846,1334898
1451,35,18,5585034,3850,328,3,4846,1202008
4001,100,37,5416660,2632,92,3,4856,9713
3999,100,35,6931994,664,103,3,4856,9659
3991,100,27,4771873,1159,252,3,4856,9603
3985,100,21,8640250,2594,70,3,4856,2398556
3976,100,12,6938438,3105,96,3,4856,9617
3971,100,7,4833634,1468,223,3,4856,9616
1610,38,0,6751816,1213,252,5,4859,13712
1588,37,18,8288775,2169,63,3,4859,2280267
1573,37,3,7030023,660,4,3,4859,1798796
1572,37,2,7510514,3966,82,3,4859,9597
1571,37,2,7510514,3966,82,3,4859,9597
4002,100,38,5581935,2265,37,3,4861,1642208
3988,100,24,6798873,168,9,3,4861,9665
3977,100,13,6468122,314,266,3,4861,1318215
3179,81,9,6242634,3567,130,3,4866,9754
3177,81,7,6465051,1571,121,3,4866,1356823
3173,81,3,7034093,219,378,3,4866,9628
895,19,55,6663139,3701,399,3,4866,9683
3969,100,5,5774408,3547,327,3,4869,1370566
1503,35,70,4724274,2057,5,3,4870,1418328
1466,35,33,8640657,129,113,3,4870,9686
1499,35,66,5183218,3047,146,3,4880,1451441
1485,35,52,6306800,2752,179,3,4880,9693
1470,35,37,6290713,1317,176,3,4880,9658
1454,35,21,7775818,2262,134,3,4880,9666
1453,35,20,6477699,2715,290,3,4880,9649
1447,35,14,5461787,3512,249,3,4880,1438431
1603,37,33,5672766,902,238,3,4881,9683
1602,37,32,6997054,1965,128,3,4881,2071848
1584,37,14,5616784,3630,259,3,4881,9627
1577,37,7,8734800,2075,215,3,4881,1819032
1497,35,64,7544573,1360,62,3,4885,2198222
1493,35,60,4625481,2715,198,3,4885,1384495
1489,35,56,8714764,3715,147,3,4885,9724
1483,35,50,6996674,3435,393,3,4885,1917161
1468,35,35,6695415,438,255,3,4885,9699
1441,35,8,6727653,3499,303,3,4885,9663
1904,45,10,6063649,2229,252,3,4888,9850
1896,45,2,8597677,2433,353,3,4888,2501307
1895,45,2,8597677,2433,353,3,4888,2501307
4000,100,36,7110509,2377,123,3,4891,9780
1500,35,67,8818388,1304,251,3,4893,9737
1491,35,58,6823687,1438,219,3,4893,1787596
1478,35,45,7488617,3959,158,3,4893,9695
1476,35,43,8471481,1929,126,3,4893,9672
1446,35,13,5952848,2880,285,3,4893,1678463
1440,35,7,4619824,145,232,3,4893,1053235
1436,35,3,5741204,2954,392,3,4893,9666
891,19,51,7100621,2884,109,3,4900,1502653
887,19,47,6852860,266,298,3,4900,1876590
875,19,35,5943925,2015,59,3,4900,1520330
871,19,31,5795725,2705,152,3,4900,9713
864,19,24,5143603,264,164,3,4900,1414594
859,19,19,5348250,3566,118,3,4900,1321364
3176,81,6,4879245,3195,281,3,4901,1372130
894,19,54,7733180,1374,90,3,4905,2263606
889,19,49,5822810,757,104,3,4905,9790
865,19,25,8497330,1729,241,3,4905,2412420
893,19,53,8258440,1804,158,3,4913,9810
867,19,27,8088676,3886,329,3,4913,2335054
1501,35,68,6392842,2967,251,3,4915,9898
1494,35,61,4896592,477,78,3,4915,9733
1475,35,42,5649472,1672,372,3,4915,1351388
1473,35,40,8565690,379,175,3,4915,1785523
1452,35,19,4533005,1956,394,3,4915,1306537
1439,35,6,4978249,1619,179,3,4915,1479531
903,19,63,6568197,831,4,3,4935,1408625
888,19,48,5435713,1741,140,3,4935,1350208
869,19,29,4951525,1526,384,3,4935,1433427
860,19,20,6824006,893,271,3,4935,1506174
858,19,18,4652266,2535,381,3,4935,9730
844,19,4,6971480,39,371,3,4935,9734
2601,64,66,5831468,1668,26,3,4969,1229217
2580,64,45,6921125,908,13,3,4969,1619864
2563,64,28,4970928,473,89,3,4969,9960
2547,64,12,8266323,3343,78,3,4969,9943
2537,64,2,4683974,1738,241,3,4969,9939
2536,64,2,4683974,1738,241,3,4969,9939
2554,64,19,7354010,3526,152,3,4979,1929613
1899,45,5,8196228,749,378,3,4996,9893
929,21,10,6155944,2882,101,3,4996,10015
1898,45,4,5103465,202,221,3,5001,9911
1897,45,3,5776352,2395,78,3,5001,1693676
1901,45,7,4793958,1147,4,3,5031,1271953
926,21,7,4693853,23,371,3,5041,9973
2562,64,27,6701338,1084,95,3,5043,1706176
1117,27,4,6153503,3182,357,3,5062,1687234
2595,64,60,5768175,1232,123,3,5067,10129
2594,64,59,7133385,3651,50,3,5067,1664824
2593,64,58,5002941,1694,231,3,5067,1122848
2584,64,49,8090827,561,136,3,5067,2189163
2542,64,7,8234324,1197,371,3,5067,10049
2599,64,64,4605013,2099,40,3,5077,10219
2574,64,39,7121041,3836,173,3,5077,2039258
2568,64,33,8754294,2616,335,3,5077,10094
2567,64,32,4710133,1493,299,3,5077,1347872
2564,64,29,8543541,161,151,3,5077,10078
2538,64,3,8358067,1006,7,3,5077,10052
2596,64,61,7002676,1680,379,3,5082,10199
2581,64,46,8057260,3316,349,3,5082,2066365
2566,64,31,8002841,285,174,3,5082,1861206
2560,64,25,8460330,2747,205,3,5082,2169044
2552,64,17,4552346,814,345,3,5082,1121392
2546,64,11,6645844,3175,82,3,5082,10089
2591,64,56,6665537,3103,384,3,5090,1753401
2585,64,50,8600550,941,113,3,5090,10117
2583,64,48,6792697,1131,192,3,5090,1622263
2557,64,22,7283180,3192,354,3,5090,10088
2551,64,16,5342656,3546,256,3,5090,1457201
2550,64,15,6721080,82,206,3,5090,10076
2544,64,9,6544776,1027,142,3,5090,1353416
2541,64,6,5011872,3060,306,3,5090,10064
2293,57,44,6673342,3170,193,1,5108,1712699
2291,57,42,7927477,1648,2,1,5108,2087349
2289,57,40,5629980,560,267,1,5108,1422061
2288,57,39,8736608,319,16,1,5108,7776
2287,57,38,8493628,3555,329,1,5108,1860037
2284,57,35,6267842,3839,159,1,5108,1827816
2283,57,34,4594832,2722,148,1,5108,934045
2278,57,29,5969465,616,11,1,5108,7794
2277,57,28,5264608,1774,343,1,5108,1409981
2274,57,25,5965852,2883,45,1,5108,1628431
2273,57,24,8688004,780,49,1,5108,2304417
2271,57,22,6582637,3388,93,1,5108,7681
2270,57,21,5675719,329,347,1,5108,7754
2268,57,19,8490019,3518,380,1,5108,7692
2265,57,16,5224015,3437,193,1,5108,7686
2264,57,15,7124380,3983,121,1,5108,1978927
2261,57,12,5879044,2546,4,1,5108,1490247
2257,57,8,6571724,1501,37,1,5108,1337431
2256,57,7,7206039,2203,79,1,5108,7682
2254,57,5,7391587,620,270,1,5108,1959900
