Jobs/JobID_InDB,Jobs/JobID,Jobs/OwnerUserID,Jobs/NodeID_SubmittedOn,Jobs/TimeSubmission,Jobs/TimeDeadLinePrefered,Jobs/TimeDeadlineFinal,Jobs/ListOfTasks,Jobs/LastStatus,Jobs/LastStatusTime,Jobs/JobSizeWithoutAccountForParallelism,Jobs/CountOfEdges,Jobs/CountOfTasks,Jobs/SumOfEdgeWeight,Jobs/MaxEdgeWeight,Jobs/MinEdgeWeight,Jobs/MaxTaskSize,Jobs/MinTaskSize,Jobs/MaxParallelExecutableTasks,Jobs/JobInitSourceTypeID,Jobs/TasksWhichCanRunInParallel,Jobs/MinStorageNeeded,Jobs/TotalStorageNeeded,Jobs/MaxRamNeededForParallelExec,Jobs/MinRamNeeded,Jobs/TotalRamNeeded,Jobs/TaskIDsOfHighestsCPULoadPartOfTheDag,Jobs/MaxRamNeededForParallelExecutionOfHighestCpuLoadPartOfTheDag,Jobs/MinimumPassThrough_MI_withHighestParallelism,Jobs/MinTimeForExecuteDagWithMaxParallelismOnCloud,Jobs/MinTimeForExecuteDagWithMaxParallelismOnFog,Jobs/MinTimeForExecuteDagWithMaxParallelismOnIoT,Jobs/MaxTimeForExecuteDagSerialOnCloud,Jobs/MinTimeForExecuteDagSerialOnFog,Jobs/MinTimeForExecuteDagSerialOnIoT,Jobs/EFT_DAG
44851,240,D303,N_2_of_Clst_1_of_DC_0_of_CP_Lomocom68,2244,2633,2633,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73",InitializedAndWaiting,2244,508211527,110,74,4671,79,3,8998710,4522231,9,3,"[[0],[1,2,9,10],[3,5,6,11,12,13,17,31,36],[4,20,21,22,29,47,53,54,63],[7,8,18,25,28,38,42],[14,37,40,62],[15,19,23,24,41,45],[16,27,46,49,52,55,60],[26],[30,43,48],[32,35],[33],[34],[39,51,66],[44],[50,65],[56,61],[57,68,69],[58],[59],[64],[67],[70],[71],[72],[73]]",6,15124,0,34,147108,"[4,20,21,22,29,47,53,54,63]",15811,191437800,81.2554,364.9444,3867.4303,215.7095,968.821,10266.8995,2483
44852,241,S463,N_0_of_Clst_1_of_DC_0_of_CP_Lomocom68,1507,1865,1865,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43",InitializedAndWaiting,1507,293929754,62,44,2761,76,3,8931436,4501846,5,3,"[[0],[1,2,3,9,24],[4,5,17,19,26],[6,7,8,12],[10],[11,14,31],[13,15,21,22],[16],[18],[20,25],[23,28,34,36],[27],[29,30],[32,35],[33,40],[37],[38,41],[39],[42],[43]]",5,10372,0,154,77309,"[1,2,3,9,24]",8058,147210793,62.4834,280.633,2973.9554,124.758,560.3283,5937.9748,1715
44853,242,V813,TM197,3592,3906,3906,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",InitializedAndWaiting,3592,134707144,24,19,1025,78,7,8865686,5410878,2,1,"[[0],[1,3],[2],[4,11],[5],[6,10],[7],[8,12],[9],[13],[14],[15,16],[17],[18]]",19,3798,0,188,37699,"[8,12]",4635,103183824,43.7962,196.7029,2084.5217,57.1762,256.7968,2721.3564,3756
44854,243,Y343,N_2_of_Clst_0_of_DC_0_of_CP_Lomocom68,2121,2437,2437,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",InitializedAndWaiting,2121,197706543,39,28,1668,79,5,8803156,4784483,3,3,"[[0],[1],[2,7],[3,4,6],[5,8,10],[9,12],[11,16],[13,22],[14,17,24],[15,20],[18],[19,21],[23],[25],[26],[27]]",1,5187,0,92,56442,"[5,8,10]",10593,126011642,53.4854,240.2203,2545.6897,83.9162,376.8947,3994.0716,2287
44855,244,V309,N_1_of_Clst_1_of_DC_0_of_CP_Lomocom68,7703,8067,8067,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50",InitializedAndWaiting,7703,340048989,73,51,3185,79,6,8856033,4752254,5,3,"[[0],[1,3,7],[2,4,5,8],[6,13],[9,24,26,37],[10,12,17,29,33],[11,14],[15,18,22,39],[16,23],[19,25,40],[20,21,42],[27,35,38,44],[28],[30,36],[31],[32,46],[34],[41],[43],[45],[47],[48],[49],[50]]",6,8591,0,85,97882,"[10,12,17,29,33]",9989,176767066,75.0285,336.9771,3571.0518,144.3332,648.247,6869.6765,7917
44856,245,F472,N_2_of_Clst_1_of_DC_0_of_CP_Lomocom68,1759,2030,2030,"0,1,2,3,4,5,6,7,8,9,10",InitializedAndWaiting,1759,76320780,14,11,602,75,5,8774929,4515894,2,3,"[[0],[1],[2],[3,8],[4,5],[6],[7],[9],[10]]",41,2209,0,300,20984,"[4,5]",6496,62964102,26.725,120.0306,1272.0021,32.3942,145.4929,1541.8339,1880
44857,246,V792,N_2_of_Clst_1_of_DC_0_of_CP_Lomocom68,1439,1841,1841,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",InitializedAndWaiting,1439,315408399,67,46,3018,77,4,8965390,4503677,6,3,"[[0],[1,2],[3,6,15,16,25],[4,5,7,11,19],[8,9,14,18,27,31],[10,33,37],[12,17,20,30],[13],[21,23],[22],[24,26,41],[28],[29],[32],[34],[35],[36],[38],[39],[40],[42],[43],[44],[45]]",2,9509,0,162,91078,"[8,9,14,18,27,31]",12890,175423826,74.4583,334.4164,3543.9157,133.8745,601.2738,6371.8868,1691
44858,247,S271,N_1_of_FP_0_of_Jackolicom45,604,918,918,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38",InitializedAndWaiting,604,263842405,57,39,2477,80,4,8913819,4570891,7,2,"[[0],[1,2,6],[3,4,5,9,11,12,20],[7,10,23],[8],[13,27],[14],[15,18,21],[16],[17],[19,24],[22,25],[26],[28],[29],[30,31],[32],[33],[34],[35],[36],[37],[38]]",33,8719,0,176,75439,"[3,4,5,9,11,12,20]",5807,163002246,69.186,310.7368,3292.9747,111.9874,502.9718,5330.1496,768
44859,248,S254,N_3_of_Clst_0_of_DC_0_of_CP_Lomocom68,8788,9258,9258,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58",InitializedAndWaiting,8788,402611861,87,59,3773,80,4,8986595,4558109,8,3,"[[0],[1],[2,3,8],[4,5,10,17,31,32,40,43],[6,7,9,11,12,13,27],[14,28],[15,21,29,38],[16],[18,53],[19,20,23,24,46],[22],[25],[26,45],[30,36,47],[33],[34],[35],[37],[39],[41],[42],[44],[48,49],[50,55],[51],[52],[54],[56],[57],[58]]",5,12005,0,56,129788,"[4,5,10,17,31,32,40,43]",17359,220454201,93.5714,420.2594,4453.6202,170.8879,767.5128,8133.5729,9108
44860,249,O205,N_0_of_Clst_1_of_DC_0_of_CP_Lomocom68,5253,5580,5580,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41",InitializedAndWaiting,5253,279758901,58,42,2290,78,4,8802072,4550412,4,3,"[[0],[1,5],[2,7],[3,20],[4,6,9,28],[8,15],[10,37],[11],[12,14,21],[13,23],[16,26],[17],[18,22],[19],[24],[25],[27],[29],[30],[31,34,40],[32],[33],[35],[36],[38],[39],[41]]",11,7821,0,336,92527,"[4,6,9,28]",11642,191113467,81.1178,364.3261,3860.8781,118.7432,533.314,5651.695,5430
44861,250,A318,N_0_of_FP_0_of_Jackolicom45,3341,3691,3691,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",InitializedAndWaiting,3341,302543937,64,45,2521,78,4,8689200,4528375,7,2,"[[0],[1],[2,4,6,7,14,34],[3,11,16,21],[5,12,13,15,18,20,23],[8,10,24,33],[9,35],[17,25,26],[19,27],[22],[28,29,32],[30,41,42],[31],[36],[37],[38],[39],[40],[43],[44]]",4,9601,0,86,99840,"[5,12,13,15,18,20,23]",7977,143223705,60.791,273.0322,2893.4082,128.4142,576.7498,6111.9987,3541
44862,251,Z611,N_2_of_FP_0_of_Jackolicom45,3968,4387,4387,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",InitializedAndWaiting,3968,409643081,89,61,3926,80,3,8882834,4536889,8,2,"[[0],[1],[2,3,22],[4,5,7,8,9,13,26,27],[6,16],[10,11,15],[12,17,18,19,23,37],[14,33,43,44],[20,21,38,40],[24,35],[25],[28,51],[29],[30,32,39],[31],[34,36,45,46],[41],[42],[47,49],[48],[50,52],[53],[54],[55],[56],[57],[58],[59],[60]]",1,11061,0,20,123418,"[4,5,7,8,9,13,26,27]",16912,207951408,88.2646,396.4249,4201.0385,173.8723,780.9166,8275.6178,4237
44863,252,W140,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,9174,9633,9633,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75",InitializedAndWaiting,9174,529106259,116,76,4751,79,3,8941242,4508195,7,3,"[[0],[1,3,18,45],[2,4,8],[5,6,10,11,25,38],[7],[9,12,13,14,15,17,51],[16,44],[19,20,27,34,35],[21,28,31],[22,52,58],[23,36,49],[24,42,47,53],[26,30,32,43],[29,61],[33,37],[39,56],[40],[41,62,71],[46],[48,50],[54],[55],[57,69],[59,65],[60],[63],[64],[66,68],[67],[70],[72],[73],[74],[75]]",4,14922,0,75,156773,"[9,12,13,14,15,17,51]",20942,258574765,109.7516,492.9299,5223.7326,224.5782,1008.6533,10689.0153,9483
44864,253,Y743,N_3_of_Clst_0_of_DC_0_of_CP_Lomocom68,5548,5822,5822,"0,1,2,3,4,5,6,7,8,9,10",InitializedAndWaiting,5548,70164084,13,11,582,80,10,8167746,4769803,2,3,"[[0],[1],[2],[3],[4,6],[5,9],[7],[8],[10]]",4,1917,0,448,21614,"[5,9]",1140,60202274,25.5527,114.7657,1216.2076,29.781,133.7562,1417.4562,5672
44865,254,A687,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,4657,5003,5003,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",InitializedAndWaiting,4657,168712120,35,24,1470,78,3,8797124,4514730,4,3,"[[0],[1,2,4],[3,5,9,15],[6,8],[7],[10],[11,13],[12],[14],[16],[17],[18],[19,20],[21],[22],[23]]",41,5425,0,52,48836,"[3,5,9,15]",6107,116106931,49.2814,221.3386,2345.5946,71.6096,321.6217,3408.3257,4853
44866,255,X813,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,9826,10273,10273,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69",InitializedAndWaiting,9826,461228736,107,70,4311,79,4,8984950,4549259,8,3,"[[0],[1,2,5],[3,4,6,10,12,35,46],[7,8,11,13,26,29,36,45],[9,14,30,40],[15,22,33,64],[16,17,19,20,25,34,53],[18],[21,24,31,32,62],[23,48],[27],[28],[37,41,56],[38],[39,50],[42,55],[43],[44],[47,51,57,61],[49],[52],[54],[58],[59],[60],[63],[65],[66],[67],[68],[69]]",23,14735,0,125,152741,"[7,8,11,13,26,29,36,45]",19455,221119244,93.8537,421.5272,4467.0554,195.7677,879.2561,9317.7522,10123
44867,256,B795,N_0_of_Clst_1_of_DC_0_of_CP_Lomocom68,8663,9008,9008,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36",InitializedAndWaiting,8663,256256998,54,37,2467,77,6,8848750,4562496,5,3,"[[0],[1,2,6],[3,4,20],[5,7,8,9,18],[10,15,17],[11],[12],[13,22],[14],[16],[19,24,27],[21],[23],[25],[26,33],[28],[29],[30],[31],[32],[34],[35],[36]]",2,6521,0,173,69955,"[5,7,8,9,18]",5292,164631452,69.8775,313.8426,3325.8879,108.7678,488.5115,5176.9091,8858
44868,257,W541,N_1_of_Clst_0_of_DC_0_of_CP_Lomocom68,1618,1938,1938,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",InitializedAndWaiting,1618,278987966,58,40,2374,79,3,8978160,4558320,5,3,"[[0],[1,6,9],[2,3,7,11,12],[4,10,14,18],[5,8,20,21],[13,16,22,26,27],[15,24],[17],[19],[23,38],[25],[28,29],[30],[31],[32],[33,35],[34],[36],[37],[39]]",3,7153,0,23,76546,"[13,16,22,26,27]",6277,148619713,63.0814,283.3188,3002.4184,118.4159,531.8443,5636.1205,1788
44869,258,L795,N_0_of_Clst_0_of_DC_0_of_CP_Lomocom68,2293,2628,2628,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",InitializedAndWaiting,2293,297027176,66,45,2636,78,5,8982261,4531675,6,3,"[[0],[1,2,10,12,17,35],[3,4,6,8,9],[5,28],[7,20,26,33],[11,13,16,22,27,41],[14,23,29],[15],[18,19],[21,25],[24,37],[30,36],[31,32],[34],[38],[39],[40],[42],[43],[44]]",4,7414,0,28,81969,"[11,13,16,22,27,41]",11452,151673038,64.3774,289.1395,3064.1018,126.0727,566.2331,6000.549,2478
44870,259,H774,N_1_of_Clst_0_of_DC_0_of_CP_Lomocom68,1333,1689,1689,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54",InitializedAndWaiting,1333,374726488,81,55,2861,79,4,8889132,4523494,10,3,"[[0],[1,2],[3,5,8,45],[4,13],[6,7,9,10,14,16,18,23,25,29],[11,17,19,20,33,36],[12,15,27,28,35],[21,22,48],[24,37],[26,41,43],[30],[31,38,51],[32,49],[34],[39],[40],[42],[44],[46],[47],[50],[52],[53],[54]]",26,11089,0,154,103386,"[6,7,9,10,14,16,18,23,25,29]",15433,173142537,73.49,330.0675,3497.829,159.052,714.3539,7570.2321,1539
44871,260,W679,N_0_of_Clst_1_of_DC_0_of_CP_Lomocom68,4135,4545,4545,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69",InitializedAndWaiting,4135,472068404,101,70,4052,79,4,8900076,4519522,8,3,"[[0],[1,2,3,15],[4,8,14,16,21,24,45],[5,7,10,11,12,19,27,32],[6,23,36],[9,26,34,38,41,50],[13,22],[17,25,31],[18,49],[20,37],[28,39,53],[29,44],[30,42,58,62],[33,52],[35],[40,43,47,54],[46],[48],[51],[55],[56],[57],[59],[60],[61,64],[63],[65],[66],[67],[68],[69]]",4,13405,0,24,139585,"[5,7,10,11,12,19,27,32]",11813,223741879,94.9668,426.5268,4520.038,200.3686,899.9201,9536.7354,4395
44872,261,Y730,N_0_of_Clst_1_of_DC_0_of_CP_Lomocom68,8640,8919,8919,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",InitializedAndWaiting,8640,95204721,20,14,1095,79,9,8489159,4531980,3,3,"[[0],[1,3,4],[2],[5],[6],[7],[8],[9],[10],[11],[12],[13]]",27,2975,0,212,30997,"[1,3,4]",5798,81743350,34.6958,155.8301,1651.3808,40.4095,181.492,1923.3277,8769
44873,262,T865,N_2_of_Clst_1_of_DC_0_of_CP_Lomocom68,2246,2668,2668,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62",InitializedAndWaiting,2246,434023547,91,63,3732,79,3,8987362,4523919,9,3,"[[0],[1,7,9],[2,4,21,24],[3,5,6,8,10,12,19,28,31],[11,14,15,18,20,23,25,30,34],[13,37],[16,35],[17,26,38],[22,32,54],[27],[29,49,53],[33,45],[36,44,47,48],[39,50],[40],[41],[42],[43],[46],[51],[52],[55,58],[56],[57],[59],[60],[61],[62]]",20,12390,0,37,120590,"[3,5,6,8,10,12,19,28,31]",16579,204872376,86.9577,390.5552,4138.8359,184.2205,827.3939,8768.1525,2518
44874,263,Q234,N_2_of_Clst_0_of_DC_0_of_CP_Lomocom68,7988,8284,8284,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",InitializedAndWaiting,7988,142725348,28,21,1038,78,5,8711860,4981484,4,3,"[[0],[1,2],[3,5,12],[4,8],[6,7,9,15],[10,16],[11],[13],[14],[17],[18],[19],[20]]",26,4501,0,250,55774,"[6,7,9,15]",13470,94081116,39.9326,179.35,1900.6286,60.5795,272.0822,2883.3404,8134
44875,264,X813,N_0_of_Clst_0_of_DC_0_of_CP_Lomocom68,4484,4880,4880,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",InitializedAndWaiting,4484,414755249,92,62,3111,79,3,8888897,4541290,7,3,"[[0],[1,2],[3,4,5,12,23],[6,11,15,17,39],[7,19,31,33,37,55],[8,13,20,24,43],[9,18],[10,14,25,26,30,32,45],[16,29],[21],[22,56,58],[27],[28],[34,38],[35,46,53],[36],[40,44,47,60],[41],[42],[48],[49],[50],[51],[52],[54],[57],[59],[61]]",22,13306,0,71,123886,"[10,14,25,26,30,32,45]",13151,196365574,83.347,374.3384,3966.9813,176.0421,790.6621,8378.8939,4730
44876,265,H551,TM197,1881,2209,2209,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30",InitializedAndWaiting,1881,207554615,46,31,2021,79,3,8874863,4541396,4,1,"[[0],[1,2,10],[3,7],[4,8],[5,6,19,21],[9,11,12,22],[13,14,24],[15,18,20],[16],[17],[23,29],[25],[26],[27],[28],[30]]",4,7116,0,314,67644,"[9,11,12,22]",7778,114968960,48.7984,219.1693,2322.6053,88.0962,395.6685,4193.0225,2059
44877,266,W757,N_0_of_FP_0_of_Jackolicom45,4577,4922,4922,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",InitializedAndWaiting,4577,198044383,39,30,1572,80,3,8979308,4520201,3,2,"[[0],[1,13],[2,7],[3],[4],[5,11,17],[6],[8],[9],[10,19],[12],[14],[15],[16,23,26],[18],[20],[21,22],[24],[25],[27],[28],[29]]",11,6698,0,676,71730,"[5,11,17]",5956,150311426,63.7994,286.5438,3036.5945,84.0596,377.5388,4000.8966,4772
44878,267,K304,N_1_of_FP_0_of_Jackolicom45,4200,4489,4489,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",InitializedAndWaiting,4200,131193191,27,19,994,73,4,8495765,4737428,3,2,"[[0],[1,7],[2],[3,4],[5,6,8],[9,15],[10],[11],[12],[13],[14],[16],[17],[18]]",10,3556,0,131,45181,"[5,6,8]",10336,97010063,41.1757,184.9336,1959.7993,55.6847,250.0981,2650.3675,4339
44879,268,E714,N_2_of_Clst_1_of_DC_0_of_CP_Lomocom68,3797,4134,4134,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42",InitializedAndWaiting,3797,291864949,60,43,2131,79,3,8997219,4526034,5,3,"[[0],[1,2],[3,5,22],[4,7,14],[6,8,9,15,17],[10,16,20],[11,24,27,32,37],[12,18,34],[13,21,26,35],[19],[23],[25],[28],[29,41],[30],[31,33],[36],[38,39],[40],[42]]",5,8201,0,20,79236,"[11,24,27,32,37]",7009,149605600,63.4998,285.1983,3022.3354,123.8816,556.3921,5896.2616,3984
44880,269,H266,N_1_of_Clst_1_of_DC_0_of_CP_Lomocom68,9114,9465,9465,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",InitializedAndWaiting,9114,326764766,70,50,2726,75,3,8924558,4521387,6,3,"[[0],[1,2],[3,4,5,8,31],[6,10,24,32],[7,9,25],[11,14,17,19,20,21],[12,30],[13,27,35,37],[15,43],[16],[18,26,41],[22,47],[23,29],[28],[33],[34,36,39],[38,40],[42],[44],[45,48],[46],[49]]",16,10273,0,167,97474,"[11,14,17,19,20,21]",12950,168052648,71.3296,320.3645,3395.003,138.6947,622.9228,6601.3084,9315
44881,270,K297,N_1_of_FP_0_of_Jackolicom45,1803,2105,2105,"0,1,2,3,4,5,6,7,8,9",InitializedAndWaiting,1803,66528083,12,10,559,76,7,8545154,4514963,2,2,"[[0],[1,3],[2,7],[4],[5],[6],[8],[9]]",94,2119,0,33,24443,"[1,3]",5412,53758802,22.8178,102.4822,1086.0364,28.2377,126.8248,1344.0017,1955
44882,271,Z533,N_3_of_Clst_0_of_DC_0_of_CP_Lomocom68,4868,5191,5191,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43",InitializedAndWaiting,4868,292963795,67,44,2585,79,4,8889814,4505658,9,3,"[[0],[1,3,21,22],[2,13,20,27],[4,5,6,8,10,19,25,35,36],[7,11,14,15,24,32],[9,12,17,40],[16],[18,30],[23],[26,29,38],[28],[31],[33],[34],[37],[39],[41],[42],[43]]",1,9613,0,119,88913,"[4,5,6,8,10,19,25,35,36]",17436,131505815,55.8174,250.694,2656.6831,124.348,558.4869,5918.4605,5041
44883,272,M616,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,2521,2902,2902,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",InitializedAndWaiting,2521,310626588,69,46,2987,79,3,8940656,4544008,7,3,"[[0],[1,5],[2,3,26],[4,7,9,28],[6,10,12,36],[8,15,19],[11,14,17,18,20,21,42],[13],[16,31,38],[22,23],[24],[25,29],[27],[30],[32],[33],[34],[35],[37],[39],[40],[41],[43],[44],[45]]",13,9511,0,192,88789,"[11,14,17,18,20,21,42]",10137,180086850,76.4375,343.3057,3638.1182,131.8449,592.1581,6275.2846,2752
44884,273,J500,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,9470,9808,9808,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",InitializedAndWaiting,9470,178332364,37,26,1571,79,4,8494248,4546398,3,3,"[[0],[1,2,5],[3,7,16],[4,6,9],[8],[10],[11,12,23],[13],[14],[15],[17],[18],[19],[20],[21],[22],[24],[25]]",31,4878,0,186,53546,"[4,6,9]",7368,123995198,52.6295,236.3763,2504.9535,75.6929,339.9611,3602.674,9658
44885,274,P150,N_1_of_Clst_1_of_DC_0_of_CP_Lomocom68,1198,1603,1603,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",InitializedAndWaiting,1198,321836550,65,46,2957,77,10,8986148,4643005,8,3,"[[0],[1,7,18],[2,3,8,11,15,21],[4,5,6,9,12,13,16,29],[10,27,31,33],[14],[17,37],[19],[20,22,25],[23,26],[24,34,41],[28],[30],[32],[35],[36],[38],[39],[40],[42],[43],[44],[45]]",9,8287,0,174,94579,"[4,5,6,9,12,13,16,29]",14807,168582259,71.5544,321.3741,3405.7022,136.6029,613.528,6501.7485,1453
44886,275,Z260,N_1_of_Clst_0_of_DC_0_of_CP_Lomocom68,4102,4465,4465,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",InitializedAndWaiting,4102,268427114,59,41,2444,78,4,8922114,4530289,5,3,"[[0],[1],[2,3,4,6],[5,8,27],[7,24],[9,12,30],[10,13,17,18,19],[11],[14,16,20],[15,26,32],[21,36],[22,28],[23],[25],[29],[31],[33,35],[34],[37],[38],[39],[40]]",8,8264,0,177,85585,"[10,13,17,18,19]",7897,158697979,67.3591,302.5314,3206.0198,113.9334,511.7118,5422.77,4315
44887,276,L218,N_0_of_Clst_0_of_DC_0_of_CP_Lomocom68,645,1022,1022,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68",InitializedAndWaiting,645,452466744,102,69,4200,79,3,8999355,4556430,9,3,"[[0],[1,4,27],[2,3,6,9,10,13,15,20,31],[5,7,8,19,21,26,35],[11,16,17,18,33,38,45],[12,29,36,41,53,57],[14,28,51],[22,61],[23],[24,30,37,40],[25],[32,44,63],[34],[39],[42,43,47],[46],[48,64,65],[49],[50],[52],[54],[55],[56,59,62],[58],[60],[66],[67],[68]]",6,14650,0,94,128138,"[2,3,6,9,10,13,15,20,31]",18743,208933266,88.6814,398.2966,4220.8741,192.0487,862.5528,9140.7423,872
44888,277,H589,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,1747,2112,2112,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",InitializedAndWaiting,1747,272465055,57,40,2505,79,3,8965450,4773451,4,3,"[[0],[1,3],[2,26],[4,28],[5,7],[6,10,13,23],[8,34],[9,30],[11,31],[12,14],[15,17,22],[16,18],[19,27],[20,25],[21],[24],[29],[32,33],[35],[36],[37],[38],[39]]",7,7918,0,68,73935,"[6,10,13,23]",9885,164507295,69.8248,313.6059,3323.3797,115.6473,519.4094,5504.3445,1962
